빛샘전자,00359261,072950
CS,00303703,065770
지엠비코리아,00156354,013870
디씨엠,00177199,024090
싸이맥스,00659161,160980
정다운,01047415,208140
제노포커스,00983916,187420
에이비엘바이오,01256864,298380
이엘피,00374020,063760
켐트로스,01089350,220260
우리손에프앤지,00413417,073560
엠씨넥스,00564562,097520
코아스템,00989664,166480
휴젤,00888347,145020
삼표시멘트,00239639,038500
AP위성,00874803,211270
서연탑메탈,00153278,019770
아이씨디,00298377,040910
테스,00524421,095610
로보스타,00536523,090360
미창석유공업,00122056,003650
라파스,01058101,214260
팅크웨어,00438036,084730
플랜티넷,00490179,075130
더존비즈온,00172291,012510
케이엔제이,00769158,272110
화승알앤에이,00166272,013520
아진산업,00139083,013310
지누스,00150633,013890
에어부산,00651901,298690
오스테오닉,01082348,226400
DB,00163345,012030
삼진엘앤디,00239514,054090
오리엔트바이오,00141626,002630
오텍,00397289,067170
이랜시스,01199189,264850
락앤락,00561866,115390
디지캡,00681373,197140
대림비앤코,00109754,005750
디지틀조선,00231442,033130
머큐리,00364740,100590
푸드웰,00165103,005670
웰크론,00362159,065950
아이진,00945457,185490
유진테크,00531014,084370
케이씨티시,00103042,009070
웰크론한텍,00487546,076080
큐에스아이,00411446,066310
쎄미시스코,00763358,136510
이스트소프트,00273420,047560
인포뱅크,00243757,039290
진로발효,00170877,018120
엔에이치스팩14호,01358463,319400
스맥,00580056,099440
아이에이치큐,00154426,003560
대창,00112651,012800
에스에프에이,00358271,056190
에이테크솔루션,00384887,071670
와이엠티,00602172,251370
부산산업,00124027,011390
진도,00557933,088790
네오오토,00876865,212560
용평리조트,00365989,070960
그린케미칼,00454946,083420
신흥,00173795,004080
셀리버리,01182444,268600
LG헬로비전,00222532,037560
희림,00236863,037440
SPC삼립,00125530,005610
SIMPAC,00138260,009160
유니트론텍,00879020,142210
오리온,01238169,271560
마니커에프앤지,00770312,195500
에이스테크,00556907,088800
쎌바이오텍,00357430,049960
레몬,01011395,294140
삼아알미늄,00126779,006110
미원홀딩스,00706715,107590
모헨즈,00163318,006920
신진에스엠,00577380,138070
세방전지,00133858,004490
에스와이,00535481,109610
세우글로벌,00134176,013000
YG PLUS,00249247,037270
우리로,00296005,046970
대아티아이,00318316,045390
광명전기,00103662,017040
듀오백,00407771,073190
에이프로젠 KIC,00152385,007460
노바텍,01259232,285490
한솔케미칼,00140955,014680
비아트론,00610083,141000
캐스텍코리아,00302582,071850
더블유게임즈,01010110,192080
SK,00181712,034730
이수앱지스,00526872,086890
세경하이테크,00913689,148150
삼성공조,00126201,006660
대화제약,00210740,067080
두올,00119672,016740
신화실업,00137809,001770
인텔리안테크,00664181,189300
우원개발,00363246,046940
이크레더블,00634728,092130
일동제약,01168383,249420
한국알콜,00158565,017890
한미글로벌,00413523,053690
팜스코,00260408,036580
오리온홀딩스,00117577,001800
KEC,00589127,092220
엘앤에프,00398701,066970
골프존,01067516,215000
조선내화,00148984,000480
라온시큐어,00255433,042510
세종텔레콤,00268002,036630
이엔에프테크놀로지,00530185,102710
파마리서치프로덕트,00970453,214450
한국기업평가,00156956,034950
삼일제약,00128032,000520
켐트로닉스,00371485,089010
유앤아이,00346610,056090
서울도시가스,00130684,017390
케이비17호스팩,01351114,317030
디알텍,01062867,214680
한창제지,00163761,009460
현대통신,00255044,039010
수산아이앤티,00577016,050960
티에이치엔,00118965,019180
에쎈테크,00203209,043340
웹케시,00323868,053580
아바텍,00442048,149950
미래컴퍼니,00447760,049950
미래테크놀로지,01015726,213090
우진아이엔에스,00143262,010400
룽투코리아,00373571,060240
신성델타테크,00136226,065350
디티알오토모티브,00116949,007340
와이엔텍,00190756,067900
사조씨푸드,00124780,014710
사조산업,00124799,007160
마크로젠,00261373,038290
기신정기,00106614,092440
올리패스,01070149,244460
센트랄모텍,00450010,308170
한국전자홀딩스,00159254,006200
제일약품,01236897,271980
씨티케이코스메틱스,01144028,260930
키움제5호스팩,01337220,311270
한솔홈데코,00203582,025750
효성중공업,01316245,298040
남해화학,00107987,025860
3S,00378363,060310
바이넥스,00216027,053030
이구산업,00145464,025820
가온전선,00104768,000500
동아지질,00178754,028100
SV인베스트먼트,00599151,289080
신라섬유,00135999,001000
원익큐브,00128175,014190
DMS,00361594,068790
대동전자,00157104,008110
바이오니아,00326731,064550
디피씨,00117498,026890
코오롱티슈진,01245062,950160
유바이오로직스,00927558,206650
동양파일,00993931,228340
한미약품,00828497,128940
한독,00161046,002390
체시스,00125576,033250
이지케어텍,00490090,099750
파라다이스,00171265,034230
한솔제지,01060744,213500
강원랜드,00255619,035250
두산퓨얼셀,01412725,336260
상상인이안1호스팩,01326792,307870
에코캡,00870481,128540
SG,00963976,255220
모아텍,00241209,033200
SK이노베이션,00631518,096770
대주산업,00112457,003310
코스메카코리아,00763473,241710
엘브이엠씨,00838500,900140
브리지텍,00359076,064480
SBI핀테크솔루션즈,00938688,950110
신세계인터내셔날,00234412,031430
케이사인,01003040,192250
명문제약,00121039,017180
롯데푸드,00120508,002270
리더스 기술투자,00110750,019570
케이비제18호스팩,01371312,323940
케이비제19호스팩,01393299,330990
대신정보통신,00110875,020180
야스,00875307,255440
에이디테크놀로지,00657002,200710
수젠텍,01063954,253840
농심,00108241,004370
디와이파워,01059605,210540
제일기획,00148276,030000
디와이피엔에프,00602136,104460
키이스트,00353762,054780
삼륭물산,00125488,014970
한국주강,00159564,025890
예스24,00362858,053280
피에스텍,00155638,002230
아리온,00441128,058220
동신건설,00116408,025950
더네이쳐홀딩스,01214743,298540
지놈앤컴퍼니,01276026,314130
DGB금융지주,00878915,139130
영신금속,00140858,007530
제일바이오,00185505,052670
세명전기,00133751,017510
대동스틸,00109268,048470
엘비세미콘,00412348,061970
블루콤,00238001,033560
메가스터디,00422284,072870
스카이이앤엠,00814786,131100
에스퓨얼셀,01257872,288620
PN풍년,00133557,024940
다스코,00353878,058730
카카오게임즈,01137383,293490
코오롱머티리얼,00652159,144620
조일알미늄,00149239,018470
비비안,00107677,002070
삼성중공업,00126478,010140
네오티스,00447928,085910
씨아이테크,00127158,004920
동운아나텍,00695969,094170
대림통상,00109824,006570
다우기술,00176914,023590
이디티,01063884,215090
카카오,00258801,035720
코다코,00295857,046070
리노공업,00369657,058470
한탑,00140566,002680
파수,00638487,150900
태양,00186717,053620
정원엔시스,00147772,045510
케이씨피드,00101752,025880
웹젠,00405320,069080
뉴프렉스,00493510,085670
우리넷,00664048,115440
마이크로디지탈,01267967,305090
한국단자공업,00157070,025540
텔코웨어,00361488,078000
대성산업,00828789,128820
유비벨록스,00592653,089850
휴림로봇,00540429,090710
KCI,00265041,036670
한류타임즈,00298687,039670
하나기술,00601191,299030
문배철강,00121570,008420
오성첨단소재,00350048,052420
동양에스텍,00178851,060380
코메론,00152783,049430
픽셀플러스,00495086,087600
만도,01042775,204320
티비씨,00204642,033830
디아이씨,00112165,092200
에스앤더블류,00137012,103230
에이아이비트,00295370,039230
티엘비,00920379,356860
일동홀딩스,00146083,000230
와이솔,00759294,122990
유비쿼스홀딩스,00411385,078070
신세계건설,00217947,034300
디지탈옵틱,00536329,106520
나무기술,01136348,242040
이노메트리,01258710,302430
유진기업,00184667,023410
원익IPS,01135941,240810
나노,00994994,187790
손오공,00306870,066910
새로닉스,00147994,042600
피씨디렉트,00297934,051380
에이치엔티,00872452,176440
삼본전자,00125965,111870
넵튠,01067808,217270
깨끗한나라,00113492,004540
제룡전기,00185356,033100
제이엘케이,01153293,322510
한국테크놀로지,00355548,053590
풍국주정,00155452,023900
이지홀딩스,00242378,035810
이지바이오,01480568,353810
팜스토리,00192499,027710
마니커,00204208,027740
감마누,00623184,192410
자연과환경,00418379,043910
대원미디어,00351807,048910
JW신약,00110431,067290
에코마이스터,00127699,064510
코리아써키트,00152686,007810
인터플렉스,00369170,051370
케이피엠테크,00206686,042040
하이골드12호,00954242,172580
대한항공,00113526,003490
이큐셀,00818472,160600
케이엠제약,01095704,225430
교보9호스팩,01398151,331520
로보로보,01063990,215100
SM Life Design,00367604,063440
롯데관광개발,00231372,032350
부산주공,00124151,005030
DSR제강,00151298,069730
신일전자,00173698,002700
씨에스윈드,00670340,112610
교보10호기업인수목적,01476219,355150
아이비김영,01414422,339950
코리아에셋투자증권,00304915,190650
삼양식품,00126955,003230
잇츠한불,00911955,226320
옵티시스,00660291,109080
대현,00113614,016090
제이씨케미칼,00664853,137950
휠라홀딩스,00195229,081660
대동금속,00191287,020400
SGC에너지,00125150,005090
미래에셋맵스리츠,01437292,357250
한국정밀기계,00257732,101680
비비씨,01153105,318410
삼기,00799177,122350
세하,00133706,027970
유나이티드,00158963,033270
대신밸런스제7호스팩,01394669,332290
대신밸런스제8호스팩,01407909,336570
인터로조,00604426,119610
신원종합개발,00136925,017000
부스타,00124276,008470
신영와코루,00136624,005800
삼양통상,00127042,002170
에스디시스템,00604815,121890
프럼파스트,00356389,035200
아이엠,00609634,101390
엔케이물산,00103130,009810
유화증권,00145190,003460
조광ILI,00291860,044060
경남제약,00307028,053950
SFA반도체,00301246,036540
이즈미디어,00861720,181340
디자인,01207761,227100
BGF리테일,01263022,282330
위즈코프,00264228,038620
HDC현대산업개발,01310269,294870
더블유에스아이,01318261,299170
알리코제약,00447007,260660
지니언스,00962223,263860
진매트릭스,00552992,109820
우정바이오,01065013,215380
삼호개발,00128980,010960
케이티앤지,00244455,033780
제닉,00624998,123330
삼화전자공업,00129280,011230
녹십자,00129679,006280
녹십자홀딩스,00108135,005250
메디프론,00391197,065650
삼부토건,00125974,001470
테라젠이텍스,00249894,066700
동아화성,00199988,041930
쌍용자동차,00138242,003620
롯데쇼핑,00120526,023530
파라텍,00105138,033540
예스코홀딩스,00105101,015360
시노펙스,00203023,025320
크리스탈지노믹스,00407814,083790
이노션,00565154,214320
제이알글로벌리츠,01415892,348950
모나리자,00173102,012690
티웨이홀딩스,00109514,004870
경인양행,00102113,012610
네오위즈홀딩스,00266952,042420
네오위즈,00628860,095660
이수화학,00145552,005950
세진티에스,00406727,067770
TS인베스트먼트,00778235,246690
종근당바이오,00390055,063160
다날,00389970,064260
풍산,00684714,103140
씨앤지하이테크,00605328,264660
대상,00121941,001680
좋은사람들,00205003,033340
디아이티,00576798,110990
삼화왕관,00129235,004450
백산,00122551,035150
신영증권,00136721,001720
IBKS제14호스팩,01440153,351320
이씨에스,00400060,067010
일진홀딩스,00146649,015860
이지스밸류플러스리츠,01394377,334890
풍강,00155373,093380
모비스,01165155,250060
메리츠화재,00117744,000060
보해양조,00123541,000890
엔씨소프트,00261443,036570
피에스케이홀딩스,00208444,031980
MP그룹,00390860,065150
큐로홀딩스,00296324,051780
LG이노텍,00105961,011070
무림SP,00121507,001810
신한지주,00382199,055550
판타지오,00231691,032800
피엔에이치테크,01112889,239890
두산밥캣,01032486,241560
삼성바이오로직스,00877059,207940
한화투자증권,00148610,003530
하림지주,00148364,003380
제주은행,00148832,006220
에스코넥,00573269,096630
삼성제약,00126414,001360
코웨이,00170558,021240
현대퓨처넷,00403632,126560
화인베스틸,00661847,133820
퓨쳐스트림네트웍스,01061497,214270
CNH,00149266,023460
SBS콘텐츠허브,00280688,046140
하츠,00221728,066130
벽산,00122898,007210
효성오앤비,00367385,097870
한국쉘석유,00158149,002960
피제이전자,00155735,006140
씨아이에스,01090471,222080
롯데리츠,01363818,330590
소리바다,00352718,053110
SK하이닉스,00164779,000660
현대차증권,00137997,001500
아모텍,00298447,052710
기아자동차,00106641,000270
한화생명,00113058,088350
두산중공업,00159616,034020
비디아이,00610490,148140
디오스텍,01031502,196450
엔투텍,01105621,227950
아시아나항공,00138792,020560
SK증권,00131850,001510
NAVER,00266961,035420
삼영이엔씨,00288343,065570
에스앤씨엔진그룹,00786331,900080
선진뷰티사이언스,00132202,086710
SK케미칼,01267170,285130
삼성카드,00126292,029780
코리아센터,00540340,290510
미래에셋대우스팩4호,01396676,333430
AP시스템,01203808,265520
엠브레인,00877174,169330
컬러레이,01236286,900310
레드로버,00364795,060300
엘에스일렉트릭,00105855,010120
대덕전자,01478712,353200
한프,00226228,066110
CJ프레시웨이,00127954,051500
금호타이어,00481454,073240
노랑풍선,00632845,104620
삼아제약,00126788,009300
대상홀딩스,00539274,084690
국일신동,00203847,060480
바이브컴퍼니,00403793,301300
엠에프엠코리아,01384477,323230
TJ미디어,00201733,032540
대양제지,00111227,006580
윈스,00868705,136540
JYP Ent.,00258689,035900
애니젠,00808086,196300
엠투아이,00670766,347890
대한광통신,00113261,010170
윌비스,00104999,008600
에이스토리,00975290,241840
범양건영,00122694,002410
한화플러스제1호스팩,01416572,340440
필로시스헬스케어,00410739,057880
현진소재,00188715,053660
흥국화재,00103176,000540
남화산업,00245694,111710
인터엠,00145914,017250
디엔에프,00569691,092070
유진스팩4호,01359736,321260
유진스팩5호,01393721,331380
에스씨엠생명과학,01110474,298060
베스파,01259056,299910
천랩,01071041,311690
방림,00122348,003610
와이지-원,00139719,019210
이트론,00480756,096040
이지스레지던스리츠,01436628,350520
웅진씽크빅,00628189,095720
포스코엠텍,00128111,009520
이녹스첨단소재,01237540,272290
바이오리더스,00587925,142760
삼원강재,00191588,023000
아이디피,01213586,332370
오르비텍,00297989,046120
브레인콘텐츠,00389998,066980
현대홈쇼핑,00412597,057050
줌인터넷,01128622,239340
화천기계,00166500,010660
원익머트리얼즈,00623661,104830
로체시스템즈,00363486,071280
키위미디어그룹,00145437,012170
멜파스,00609315,096640
부광약품,00123718,003000
케이티스카이라이프,00349097,053210
아바코,00442145,083930
엘아이에스,00670085,138690
그린플러스,00602279,186230
신성이엔지,00136271,011930
플리토,01237434,300080
에스앤에스텍,00411048,101490
승일,00135467,049830
푸른기술,00537832,094940
선데이토즈,00815767,123420
한국토지신탁,00233653,034830
휴먼엔,00205687,032860
미원화학,00855163,134380
리더스코스메틱,00180263,016100
만호제강,00120872,001080
제일제강,00148531,023440
코미팜,00187415,041960
하이록코리아,00165060,013030
키움증권,00296290,039490
모베이스전자,00137234,012860
에이디칩스,00356927,054630
유신,00144650,054930
마이크로컨텍솔,00568188,098120
톱텍,00531917,108230
메타랩스,00442835,090370
APS홀딩스,00296078,054620
교촌에프앤비,00453284,339770
한창산업,00202839,079170
차바이오텍,00525679,085660
해마로푸드서비스,01089855,220630
일진다이아,00508274,081000
티와이홀딩스,01497869,363280
엑시콘,00611736,092870
중앙백신,00415327,072020
코스맥스엔비티,00656289,222040
계룡건설산업,00102432,013580
이글루시큐리티,00364847,067920
에이치케이,00235183,044780
강원,00100601,114190
에이스침대,00140052,003800
팜스빌,00986898,318010
SG&G,00264714,040610
동일고무벨트,00939687,163560
금비,00168401,008870
참엔지니어링,00153621,009310
셀바스헬스케어,01047451,208370
한국정보공학,00261957,039740
디엔에이링크,00642541,127120
골프존뉴딘홀딩스,00674498,121440
GKL,00557508,114090
초록뱀,00299464,047820
이미지스,00694942,115610
전파기지국,00250137,065530
신대양제지,00135777,016590
성도이엔지,00216498,037350
한국맥널티,00579139,222980
한라홀딩스,00299002,060980
원방테크,00304076,053080
참좋은여행,00606770,094850
육일씨엔에쓰,00843900,191410
바다로19호,00910947,155900
엔에프씨,01217829,265740
제이스텍,00493185,090470
바이오솔루션,00560982,086820
롯데하이마트,00158307,071840
제이에스티나,00120289,026040
선진,00855093,136490
폴루스바이오팜,00167280,007630
지와이커머스,00689418,111820
동일기연,00199076,032960
성우전자,00364306,081580
성광벤드,00132318,014620
케이탑리츠,00861076,145270
서울바이오시스,00488402,092190
태경케미컬,00109161,006890
휴켐스,00426086,069260
위더스제약,00765851,330350
사람인에이치알,00857480,143240
엔에이치스팩13호,01336391,310840
엔에이치스팩16호,01453670,353190
엔에이치스팩17호,01487446,359090
SK6호스팩,01414936,340350
알체라,01405451,347860
넷마블,00904672,251270
BNK금융지주,00858364,138930
대신증권,00110893,003540
대우건설,00124540,047040
동양이엔피,00178790,079960
아이크래프트,00405719,052460
와이오엠,00370200,066430
우진비앤지,00103547,018620
세중,00264671,039310
데브시스터즈,01008762,194480
퀀타매트릭스,01311286,317690
압타바이오,01251595,293780
위드텍,00925587,348350
이루다,01142400,164060
아프리카TV,00399694,067160
심텍홀딩스,00152127,036710
심텍,01095722,222800
솔트룩스,01050738,304100
팬엔터테인먼트,00397191,068050
금호산업,00106313,002990
아시아나IDT,00458234,267850
코닉글로리,00599106,094860
석경에이티,00921916,357550
크리스에프앤씨,00522007,110790
솔루엠,01159233,248070
KB오토시스,00157539,024120
에스아이리소스,00120906,065420
경동인베스트,00143527,012320
썸에이지,01049422,208640
에스에이엠티,00128661,031330
나인테크,01208849,267320
파루,00266934,043200
테라사이언스,00373021,073640
KNN,00208134,058400
엔피씨,00108038,004250
경동제약,00101549,011040
성우하이텍,00132992,015750
바이오톡스텍,00447502,086040
유성기업,00174004,002920
유니온머티리얼,00369833,047400
홈센타홀딩스,00288495,060560
AJ네트웍스,00365387,095570
셀트리온헬스케어,00554024,091990
OQP,00230814,078590
한화솔루션,00162461,009830
LIG넥스원,00503668,079550
내츄럴엔도텍,00923792,168330
이엠앤아이,00475718,083470
지티지웰니스,01031229,219750
삼일씨엔에스,00109806,004440
에이루트,00608839,096690
현대바이오,00313649,048410
멕아이씨에스,00270113,058110
아래스,00245898,050320
앤씨앤,00537337,092600
스페코,00136165,013810
KTcs,00372882,058850
에이씨티,00808068,138360
케이엘넷,00246620,039420
페이퍼코리아,00134723,001020
KD,00111218,044180
노루홀딩스,00113508,000320
라온피플,01251489,300120
한세실업,00728638,105630
앤디포스,00942131,238090
브릿지바이오,01227039,288330
제우스,00442570,079370
파미셀,00145163,005690
아이앤씨,00365758,052860
에스엠코어,00137915,007820
라닉스,01327092,317120
코미코,00997812,183300
지엔코,00258102,065060
영풍정밀,00141389,036560
한국특수형강,00124090,007280
YTN,00200275,040300
휴메딕스,00614478,200670
코오롱생명과학,00525642,102940
위니아딤채,00300557,071460
이아이디,00480950,093230
대유에이텍,00149804,002880
한전산업,00194947,130660
엔에스엔,00180865,031860
특수건설,00186939,026150
컴투스,00476498,078340
진흥기업,00150828,002780
GH신소재,00491938,130500
에이치엘비,00199252,028300
KTH,00260958,036030
교보증권,00113359,030610
네이블커뮤니케이션즈,00842585,153460
네오크레마,01219155,311390
모트렉스,00876908,118990
에스티오,00612188,098660
OCI,00148896,010060
한양이엔지,00216762,045100
미래산업,00197759,025560
코콤,00187725,015710
바이온,00232089,032980
갤럭시아에스엠,00129554,011420
평화정공,00155151,043370
금강철강,00105475,053260
링네트,00352499,042500
뉴지랩,00820389,214870
칩스앤미디어,00579971,094360
텔레칩스,00423177,054450
HRS,00230911,036640
우주일렉트로,00390903,065680
덕성,00114093,004830
원바이오젠,01326224,307280
아이엠이연이,00495554,090740
성문전자,00132628,014910
일양약품,00146454,007570
세원정공,00134316,021820
두산,00117212,000150
빙그레,00124726,005180
영흥,00141477,012160
코센,00116426,009730
SGA솔루션즈,00988364,184230
WI,00440712,073570
세원,00617998,234100
평화산업,00573579,090080
알파홀딩스,00605124,117670
한국유니온제약,00532855,080720
나이스정보통신,00264945,036800
한국전자금융,00363769,063570
넥센타이어,00173874,002350
에쓰씨엔지니어링,00121969,023960
KG케미칼,00101220,001390
한솔홀딩스,00171636,004150
녹십자엠에스,00513948,142280
제주반도체,00447487,080220
갤럭시아머니트리,00587457,094480
에이프로젠제약,00101044,003060
오리엔탈정공,00141608,014940
일정실업,00146542,008500
에이프로젠 H&G,00653194,109960
엔지스테크널러지,01084364,208860
인스코비,00122825,006490
우리종금,00104102,010050
신송홀딩스,00136402,006880
대원,00111838,007680
도이치모터스,00449379,067990
이엠텍,00541163,091120
지트리비앤티,00552859,115450
비보존 헬스케어,00533191,082800
오픈베이스,00335076,049480
SGA,00351579,049470
콤텍시스템,00186559,031820
PI첨단소재,00767460,178920
맥스로텍,00678096,141070
옵트론텍,00327396,082210
한국철강,00687711,104700
KISCO홀딩스,00159740,001940
이연제약,00145598,102460
세방,00133812,004360
평화홀딩스,00155124,010770
한국가구,00156442,004590
한진중공업홀딩스,00163673,003480
코엔텍,00197476,029960
드림시큐리티,01038693,203650
핑거,01142075,163730
빅히트,01204056,352820
슈피겐코리아,00917861,192440
종근당홀딩스,00149354,001630
대원산업,00111874,005710
메디포스트,00453929,078160
금화피에스시,00176516,036190
화신,00166315,010690
미래에셋생명,00112332,085620
더블유에프엠,00249502,035290
보령제약,00123143,003850
큐리언트,01042650,115180
드림씨아이에스,00916826,223250
W홀딩컴퍼니,00349811,052300
흥아해운,00167208,003280
에코마케팅,01029394,230360
우림기계,00567222,101170
송원산업,00134963,004430
메디아나,00273439,041920
와이엠씨,00870861,155650
예선테크,01166109,250930
엔에스쇼핑,00406392,138250
삼영무역,00127167,002810
티에스아이,01139035,277880
마이크로프랜드,00654175,147760
서플러스글로벌,00599285,140070
LS전선아시아,01093007,229640
코스모신소재,00129989,005070
풀무원,00155355,017810
피피아이,00403766,062970
효성화학,01316236,298000
메디톡스,00580199,086900
대한제강,00113225,084010
GV,00455112,045890
엔시트론,00641393,101400
하나제약,00248974,293480
롯데지주,00120562,004990
현대모비스,00164788,012330
현대위아,00106623,011210
GS리테일,00140177,007070
CJ CGV,00303873,079160
삼성물산,00149655,028260
삼성증권,00104856,016360
서연,00163114,007860
릭스솔루션,00186452,029480
한일네트웍스,00277736,046110
인지디스플레,00265421,037330
에넥스,00139764,011090
뉴트리,01214248,270870
모나미,00121288,005360
GS홈쇼핑,00207755,028150
대한뉴팜,00207375,054670
SCI평가정보,00260745,036120
대한그린파워,00367695,060900
상상인,00306162,038540
한컴MDS,00445841,086960
와이더플래닛,01116502,321820
한국내화,00160205,010040
위세아이텍,00374738,065370
동양피스톤,00117726,092780
한국비엔씨,01179617,256840
맥쿼리인프라,00435297,088980
디에스티,00244419,033430
신세계I&C,00219486,035510
드래곤플라이,00230036,030350
에이팸,00235147,073070
동아쏘시오홀딩스,00116824,000640
클리오,00957735,237880
한국경제TV,00263371,039340
라이온켐텍,00317104,171120
나우IB,00651017,293580
아이엠텍,00809517,226350
DB손해보험,00159102,005830
SK텔레콤,00159023,017670
옴니시스템,00265005,057540
엠게임,00397058,058630
인터지스,00151368,129260
동화약품,00119195,000020
삼익THK,00127802,004380
대한유화,00260383,006650
GS건설,00120030,006360
화천기공,00166519,000850
아이씨케이,00308896,068940
S-Oil,00138279,010950
기산텔레콤,00258421,035460
엔케이,00172228,085310
대한제당,00113234,001790
대정화금,00250997,120240
인포마크,00861997,175140
해성옵틱스,00483735,076610
대명소노시즌,00104810,007720
디케이락,00533003,105740
CJ씨푸드,00129013,011150
다산네트웍스,00268251,039560
효성첨단소재,01316254,298050
효성티앤씨,01316227,298020
올릭스,01113718,226950
현대엘리베이터,00164724,017800
쿠쿠홀딩스,00132354,192400
무림P&P,00119007,009580
인바이오,00367871,352940
펄어비스,01152470,263750
율호,00583026,072770
전진바이오팜,00632793,110020
오하임아이엔티,01335453,309930
코스나인,00442455,082660
경농,00101433,002100
진성티이씨,00174208,036890
SDN,00574611,099220
SH에너지화학,00136457,002360
형지엘리트,00441243,093240
쌍용정보통신,00138303,010280
에이프로,00604268,262260
이건홀딩스,00184889,039020
이건산업,00145446,008250
THE MIDONG,00945208,161570
동성제약,00116268,002210
베노홀딩스,01043853,206400
에이티세미콘,00458562,089530
S&T중공업,00134477,003570
신도기연,00961570,290520
로보티즈,00946030,108490
피씨엘,01051092,241820
코리아에스이,00527491,101670
한국콜마,00939331,161890
카페24,00260879,042000
스카이문스테크놀로지,00276083,033790
핸즈코퍼레이션,00119140,143210
브이원텍,01027794,251630
코세스,00365934,089890
대성에너지,00787376,117580
남선알미늄,00107224,008350
애경산업,00139454,018250
세운메디칼,00362201,100700
삼화콘덴서공업,00129350,001820
토탈소프트,00355089,045340
미래아이앤지,00104786,007120
롯데정밀화학,00157681,004000
ISC,00572905,095340
광림,00103635,014200
남성,00172185,004270
이니텍,00353610,053350
SM C&C,00185046,048550
DB금융스팩8호,01505450,367340
노터스,01189438,278650
소마젠,01442115,950200
슈프리마에이치큐,00599957,094840
대신밸런스제9호스팩,01508855,369370
엘이티,00523936,297890
